typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20220101","2022","1","202201","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","89.61","false","0","false",,"5233950.957","5233950.957","0","false","true",
"C","M","20220101","2022","1","202201","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","89.61","false","0","false",,"5233950.957","5233950.957","0","false","true",
"C","M","20220201","2022","2","202202","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","81.66","false","8","kg","81.66","false","81.66","false","0","false",,"5099638.546","5099638.546","0","false","true",
"C","M","20220201","2022","2","202202","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","81.66","false","8","kg","81.66","false","81.66","false","0","false",,"5099638.546","5099638.546","0","false","true",
"C","M","20220301","2022","3","202203","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","107.13","false","-1","N/A","0","false","107.13","false","0","false",,"6629827.617","6629827.617","0","false","true",
"C","M","20220301","2022","3","202203","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","1","false","0.3","false","0","false",,"15580.387","15580.387","0","false","true",
"C","M","20220301","2022","3","202203","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","106.83","false","8","kg","106.83","false","106.83","false","0","false",,"6614247.23","6614247.23","0","false","true",
"C","M","20220401","2022","4","202204","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","75.71","false","0","false",,"4619237.357","4619237.357","0","false","true",
"C","M","20220401","2022","4","202204","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","75.71","false","0","false",,"4619237.357","4619237.357","0","false","true",
"C","M","20220501","2022","5","202205","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","86.28","false","0","false",,"5120032.405","5120032.405","0","false","true",
"C","M","20220501","2022","5","202205","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","86.28","false","0","false",,"5120032.405","5120032.405","0","false","true",
"C","M","20220601","2022","6","202206","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","7","false","87.02","false","0","false",,"5079520.321","5079520.321","0","false","true",
"C","M","20220601","2022","6","202206","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.002","false","15","g","2","false","0.17","false","0","false",,"9814.29","9814.29","0","false","true",
"C","M","20220601","2022","6","202206","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","86.85","false","0","false",,"5069706.031","5069706.031","0","false","true",
"C","M","20220701","2022","7","202207","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"4574617.474","4574617.474","0","false","true",
"C","M","20220701","2022","7","202207","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","1","false",,"false","0","false",,"55436.609","55436.609","0","false","true",
"C","M","20220701","2022","7","202207","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","87.05","false","0","false",,"4519180.864","4519180.864","0","false","true",
"C","M","20220801","2022","8","202208","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","105","false","79.26","false","0","false",,"4190570.753","4190570.753","0","false","true",
"C","M","20220801","2022","8","202208","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.1","false","15","g","100","false","0.1","false","0","false",,"5465.496","5465.496","0","false","true",
"C","M","20220801","2022","8","202208","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","79.16","false","0","false",,"4185105.257","4185105.257","0","false","true",
"C","M","20220901","2022","9","202209","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","65.15","false","0","false",,"3182260.48","3182260.48","0","false","true",
"C","M","20220901","2022","9","202209","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","5","false","65.15","false","0","false",,"3182260.48","3182260.48","0","false","true",
"C","M","20221001","2022","10","202210","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","4","false","67.67","false","0","false",,"3285229.509","3285229.509","0","false","true",
"C","M","20221001","2022","10","202210","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","4","false","67.67","false","0","false",,"3285229.509","3285229.509","0","false","true",
"C","M","20221101","2022","11","202211","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","7","false","81.18","false","0","false",,"4314558.597","4314558.597","0","false","true",
"C","M","20221101","2022","11","202211","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","7","false","81.18","false","0","false",,"4314558.597","4314558.597","0","false","true",
"C","M","20221201","2022","12","202212","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","4","false","66.6","false","0","false",,"3545754.696","3545754.696","0","false","true",
"C","M","20221201","2022","12","202212","894","ZMB","Zambia","X","Export","0","W00","World","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","15","g","4","false","66.6","false","0","false",,"3545754.696","3545754.696","0","false","true",
